2932924697223889077,2021-03-19 13:12:19.042000 +00:00
2946667493059461279,2020-07-20 16:41:56.869000 +00:00
2940391480688115807,2021-03-22 11:30:25.284000 +00:00
2952529406108631108,2021-10-27 07:06:33.028000 +00:00
2941055598612971561,2021-08-11 14:06:44.283000 +00:00
2954228834523676712,2020-10-29 16:02:12.713000 +00:00
2883960154510852139,2021-09-06 06:41:01.623000 +00:00
2911933925032984783,2020-10-20 08:27:58.718000 +00:00
2910836608150274177,2021-07-06 14:35:59.271000 +00:00
2885689682006376506,2021-08-19 07:02:40.663000 +00:00
2918310001569169417,2021-05-10 16:01:02.898000 +00:00
2901901976646189129,2021-03-05 11:13:18.595000 +00:00
2912880604544499756,2021-03-02 12:10:57.933000 +00:00
2893844759749591094,2021-08-31 14:49:57.563000 +00:00
2932560758891872285,2021-11-08 08:04:34.870000 +00:00
2949894563981951019,2021-04-12 12:52:28.548000 +00:00
2896602343501987999,2021-04-12 12:47:21.667000 +00:00
2951362416316776619,2021-09-24 13:46:12.803000 +00:00
2912776146644893744,2021-02-05 07:58:06.808000 +00:00
2929344691658817702,2020-09-24 11:55:28.218000 +00:00
2887131146045358225,2021-09-22 11:50:17.809000 +00:00
2940084716960743667,2021-07-06 09:36:10.944000 +00:00
2902297457268359203,2021-10-15 17:46:49.987000 +00:00
2935345826123219126,2021-03-25 12:33:36.286000 +00:00
2939234794455695582,2021-02-18 14:10:54.025000 +00:00
2904152676948246531,2021-02-16 16:58:39.750000 +00:00
2918053806769963049,2021-08-25 15:14:03.480000 +00:00
2911043320614486236,2021-03-31 12:12:51.875000 +00:00
2936484915891404928,2021-07-22 13:46:37.178000 +00:00
2947481140270727260,2021-09-02 18:11:58.055000 +00:00
2915219270088523899,2021-06-09 07:13:38.582000 +00:00
2912392429988479003,2021-09-15 14:59:25.700000 +00:00
2897862370942517379,2021-09-30 10:09:54.493000 +00:00
2898637526623322263,2020-10-12 06:39:19.630000 +00:00
2914047182086602946,2021-03-02 11:45:15.744000 +00:00
2915025747435323465,2021-04-06 07:28:52.504000 +00:00
2916921301186642107,2020-08-27 17:20:37.868000 +00:00
2946837921673511151,2021-05-13 15:35:24.741000 +00:00
2931102819358343230,2021-06-23 10:23:37.398000 +00:00
2894295559500202015,2021-03-16 14:32:17.947000 +00:00
2935199586798534810,2021-05-19 07:14:29.074000 +00:00
2933710500178952295,2021-11-18 15:00:56.550000 +00:00
2928878507335352468,2021-05-19 07:10:48.531000 +00:00
2933730647853760636,2021-04-14 13:00:34.702000 +00:00
2892393400089182315,2020-09-03 04:30:39.306000 +00:00
2949832987035828416,2021-03-29 07:41:29.685000 +00:00
2889862324338819305,2021-07-19 11:39:25.907000 +00:00
2883692960283623426,2021-02-23 14:46:54.052000 +00:00
2911652450056274168,2021-02-22 12:01:09.667000 +00:00
2948324457082519589,2021-03-12 16:20:29.669000 +00:00
2903631521338359906,2021-07-08 11:15:23.394000 +00:00
2931036840053964801,2020-11-05 10:05:53.873000 +00:00
2901230187943297115,2021-11-16 08:36:37.731000 +00:00
2948834630477807817,2020-10-15 07:48:42.787000 +00:00
2952240921795625091,2021-02-03 08:01:28.555000 +00:00
2909400650242588761,2020-11-26 19:15:38.996000 +00:00
2888454953733455935,2021-04-21 10:44:04.285000 +00:00
2948413517524369662,2020-12-04 20:42:41.355000 +00:00
2937559147341676689,2021-06-10 11:18:53.868000 +00:00
2937399709548937345,2020-10-20 09:25:22.218000 +00:00
2887125657077153993,2021-07-14 13:05:56.893000 +00:00
2952541084191817871,2021-04-29 09:55:40.327000 +00:00
2952338082495463608,2021-11-02 08:11:22.113000 +00:00
2917224787887521801,2021-11-11 10:42:52.307000 +00:00
2914666220034719932,2021-05-28 14:49:27.957000 +00:00
2904011939459891400,2020-10-28 17:35:31.107000 +00:00
2887336746113040543,2020-08-13 09:52:22.317000 +00:00
2950493806425800809,2021-09-09 20:59:40.693000 +00:00
2894318644966195387,2021-07-15 06:43:58.812000 +00:00
2884812688272130086,2021-10-25 11:41:35.335000 +00:00
2944880790959292643,2020-10-19 06:54:35.254000 +00:00
2939569050302283935,2021-08-25 15:14:48.471000 +00:00
2902331889987616821,2020-08-14 14:52:14.718000 +00:00
2901522649446350855,2021-06-17 15:10:23.335000 +00:00
2934179257187827966,2021-08-06 12:40:59.198000 +00:00
2949289841193386154,2021-09-15 14:12:32.706000 +00:00
2884748495758032995,2021-04-01 07:58:35.180000 +00:00
2932167138007318584,2021-03-04 15:43:02.704000 +00:00
2942933555883278554,2021-10-30 11:22:46.042000 +00:00
2945029220750852137,2021-07-01 16:44:28.230000 +00:00
2913493032521171004,2021-04-12 12:55:30.690000 +00:00
2894575582811521128,2021-10-11 13:07:06.358000 +00:00
2897397277523968064,2021-08-20 07:52:26.221000 +00:00
2950489399789355052,2021-07-05 09:38:14.698000 +00:00
2943747190176088251,2020-12-16 15:58:30.410000 +00:00
2933434879225888791,2021-05-07 13:42:27.737000 +00:00
2885139934782423266,2021-06-02 10:28:43.060000 +00:00
2954204658169544937,2021-06-08 07:30:51.976000 +00:00
2896418716453437637,2021-03-23 08:43:31.895000 +00:00
2885104389649858588,2021-10-25 11:31:13.558000 +00:00
2939089658937606266,2021-06-14 10:19:05.070000 +00:00
2893462125408157825,2021-09-22 11:40:50.713000 +00:00
2923202832607739923,2021-09-28 12:02:56.192000 +00:00
2941376656008282128,2021-04-19 15:59:03.045000 +00:00
2918504606520573968,2020-11-05 21:39:48.798000 +00:00
2915607401988096109,2021-09-30 10:11:24.578000 +00:00
2882959594634608882,2021-08-23 16:14:30.933000 +00:00
2893801887386042533,2021-08-17 09:00:16.502000 +00:00
2922591323737292916,2021-07-05 07:05:54.264000 +00:00
2934650926184530095,2020-07-20 16:41:30.924000 +00:00
2944913784914837686,2021-08-04 12:21:02.991000 +00:00
2905508379080261697,2020-12-03 08:54:00.075000 +00:00
2944803477286551626,2021-10-06 11:28:15.553000 +00:00
2886840866368913505,2021-03-02 15:32:19.816000 +00:00
2945144673766736082,2021-08-09 09:18:41.293000 +00:00
2915424874451173468,2021-04-16 14:34:24.096000 +00:00
2886635257711296741,2021-08-31 09:42:05.192000 +00:00
2933641235241369607,2021-10-11 13:03:56.419000 +00:00
2930278177030799506,2021-02-25 10:29:33.980000 +00:00
2930710276510580890,2020-10-13 08:50:02.851000 +00:00
2919824016178937901,2021-03-19 07:58:40.777000 +00:00
2921044126226972846,2021-10-15 17:43:21.680000 +00:00
2894102049765458142,2021-09-06 15:58:53.328000 +00:00
2905569951731417121,2020-11-03 07:31:47.399000 +00:00
2940061640101462221,2021-07-09 18:12:50.187000 +00:00
2937308462985511029,2021-07-20 07:54:19.882000 +00:00
2922139591978778849,2021-08-04 10:01:18.288000 +00:00
2910701368203280495,2021-03-09 12:05:14.027000 +00:00
2909598553745653808,2020-08-10 14:03:25.273000 +00:00
2893059717037293571,2021-05-24 11:08:15.294000 +00:00
2904634263041212658,2020-08-28 06:37:34.453000 +00:00
2894008994936914156,2021-10-28 17:08:56.077000 +00:00
2904287925485174846,2021-10-27 14:47:47.699000 +00:00
2936807081388277889,2021-09-24 13:40:53.513000 +00:00
2910142816296370370,2021-07-23 17:27:22.213000 +00:00
2921030184729575541,2020-11-24 09:36:00.678000 +00:00
2892913481990799552,2021-11-11 10:44:35.836000 +00:00
2888634174128783364,2020-11-16 09:55:00.933000 +00:00
2913460047172337907,2020-09-18 08:02:16.838000 +00:00
2887884302920450188,2021-06-24 12:12:51.907000 +00:00
2894621010647056395,2020-10-16 09:16:01.654000 +00:00
2898281297757601855,2021-06-23 10:34:10.840000 +00:00
2949592211185991743,2021-06-14 10:44:39.451000 +00:00
2909290694784843828,2020-11-20 09:20:58.569000 +00:00
2891459919028944954,2021-05-04 10:14:04.705000 +00:00
2949660363710267425,2020-11-26 16:07:59.209000 +00:00
2882788070803898410,2021-10-30 11:22:04.709000 +00:00
2890826613216247904,2021-09-17 15:22:09.748000 +00:00
2946862862565376155,2021-10-04 08:09:46.147000 +00:00
2888871668657160335,2021-11-18 15:02:55.665000 +00:00
2938196864085786752,2021-06-09 07:17:24.301000 +00:00
2948195818517037256,2020-09-26 12:23:34.358000 +00:00
2941699903836913812,2021-10-27 14:45:45.111000 +00:00
2945786848653344919,2021-07-29 12:48:58.977000 +00:00
2942175640201199847,2021-10-07 17:08:34.134000 +00:00
2942059457024098321,2021-11-29 10:25:11.470000 +00:00
